year_month,monthly_count,monthly_avg_mag,monthly_max_mag,date,count_lag_1,avg_mag_lag_1,max_mag_lag_1,count_lag_3,avg_mag_lag_3,max_mag_lag_3,count_lag_6,avg_mag_lag_6,max_mag_lag_6,count_roll_3,avg_mag_roll_3,max_mag_roll_3,count_roll_6,avg_mag_roll_6,max_mag_roll_6,month,month_sin,month_cos,next_month_count,next_month_max_mag
1990-02,2,4.300000000000001,4.4,1990-02-01,1.0,4.6,4.6,1.0,4.9,4.9,3.0,4.5,4.5,1.6666666666666667,4.516666666666667,4.6000000000000005,1.3333333333333333,4.841666666666667,4.883333333333334,2,0.8660254037844386,0.5000000000000001,2.0,4.7
1990-05,2,4.65,4.7,1990-05-01,2.0,4.300000000000001,4.4,2.0,4.65,4.8,1.0,4.9,4.9,1.6666666666666667,4.516666666666667,4.566666666666666,1.5,4.8,4.8500000000000005,5,0.49999999999999994,-0.8660254037844387,2.0,4.9
1990-09,2,4.75,4.9,1990-09-01,2.0,4.65,4.7,1.0,4.6,4.6,1.0,5.7,5.7,2.0,4.566666666666666,4.666666666666667,1.6666666666666667,4.641666666666667,4.716666666666666,9,-1.0,-1.8369701987210297e-16,1.0,6.4
1990-11,1,6.4,6.4,1990-11-01,2.0,4.75,4.9,2.0,4.300000000000001,4.4,1.0,4.9,4.9,1.6666666666666667,5.266666666666667,5.333333333333333,1.6666666666666667,4.891666666666667,4.966666666666667,11,-0.5000000000000004,0.8660254037844384,1.0,4.4
1990-12,1,4.4,4.4,1990-12-01,1.0,6.4,6.4,2.0,4.65,4.7,2.0,4.65,4.8,1.3333333333333333,5.183333333333334,5.233333333333333,1.5,4.8500000000000005,4.8999999999999995,12,-2.4492935982947064e-16,1.0,1.0,4.0
1991-03,1,4.0,4.0,1991-03-01,1.0,4.4,4.4,2.0,4.75,4.9,1.0,4.6,4.6,1.0,4.933333333333334,4.933333333333334,1.5,4.75,4.800000000000001,3,1.0,6.123233995736766e-17,1.0,5.1
1991-07,1,5.1,5.1,1991-07-01,1.0,4.0,4.0,1.0,6.4,6.4,2.0,4.300000000000001,4.4,1.0,4.5,4.5,1.3333333333333333,4.883333333333334,4.916666666666667,7,-0.4999999999999997,-0.8660254037844388,2.0,4.4
1992-02,2,4.35,4.4,1992-02-01,1.0,5.1,5.1,1.0,4.4,4.4,2.0,4.65,4.7,1.3333333333333333,4.483333333333333,4.5,1.3333333333333333,4.833333333333333,4.866666666666667,2,0.8660254037844386,0.5000000000000001,1.0,3.5
1992-07,1,3.5,3.5,1992-07-01,2.0,4.35,4.4,1.0,4.0,4.0,2.0,4.75,4.9,1.3333333333333333,4.316666666666666,4.333333333333333,1.1666666666666667,4.625,4.633333333333334,7,-0.4999999999999997,-0.8660254037844388,8.0,7.3
1992-08,8,4.775,7.3,1992-08-01,1.0,3.5,3.5,1.0,5.1,5.1,1.0,6.4,6.4,3.6666666666666665,4.208333333333333,5.066666666666666,2.3333333333333335,4.354166666666667,4.783333333333333,8,-0.8660254037844384,-0.5000000000000004,1.0,3.7
1992-09,1,3.7,3.7,1992-09-01,8.0,4.775,7.3,2.0,4.35,4.4,1.0,4.4,4.4,3.3333333333333335,3.991666666666667,4.833333333333333,2.3333333333333335,4.2375,4.666666666666667,9,-1.0,-1.8369701987210297e-16,1.0,4.0
1993-01,1,4.0,4.0,1993-01-01,1.0,3.7,3.7,1.0,3.5,3.5,1.0,4.0,4.0,3.3333333333333335,4.158333333333334,5.0,2.3333333333333335,4.2375,4.666666666666667,1,0.49999999999999994,0.8660254037844387,1.0,4.7
1993-04,1,4.7,4.7,1993-04-01,1.0,4.0,4.0,8.0,4.775,7.3,1.0,5.1,5.1,1.0,4.133333333333334,4.133333333333334,2.3333333333333335,4.170833333333333,4.6000000000000005,4,0.8660254037844387,-0.4999999999999998,1.0,4.3
1993-07,1,4.3,4.3,1993-07-01,1.0,4.7,4.7,1.0,3.7,3.7,2.0,4.35,4.4,1.0,4.333333333333333,4.333333333333333,2.1666666666666665,4.1625000000000005,4.583333333333333,7,-0.4999999999999997,-0.8660254037844388,1.0,5.5
1993-12,1,5.5,5.5,1993-12-01,1.0,4.3,4.3,1.0,4.0,4.0,1.0,3.5,3.5,1.0,4.833333333333333,4.833333333333333,2.1666666666666665,4.495833333333334,4.916666666666667,12,-2.4492935982947064e-16,1.0,1.0,4.4
1994-07,1,4.4,4.4,1994-07-01,1.0,5.5,5.5,1.0,4.7,4.7,8.0,4.775,7.3,1.0,4.733333333333333,4.733333333333333,1.0,4.433333333333334,4.433333333333334,7,-0.4999999999999997,-0.8660254037844388,1.0,4.5
1994-09,1,4.5,4.5,1994-09-01,1.0,4.4,4.4,1.0,4.3,4.3,1.0,3.7,3.7,1.0,4.8,4.8,1.0,4.566666666666666,4.566666666666666,9,-1.0,-1.8369701987210297e-16,1.0,4.2
1995-03,1,4.2,4.2,1995-03-01,1.0,4.5,4.5,1.0,5.5,5.5,1.0,4.0,4.0,1.0,4.366666666666666,4.366666666666666,1.0,4.6000000000000005,4.6,3,1.0,6.123233995736766e-17,1.0,3.8
1995-08,1,3.8,3.8,1995-08-01,1.0,4.2,4.2,1.0,4.4,4.4,1.0,4.7,4.7,1.0,4.166666666666667,4.166666666666667,1.0,4.45,4.45,8,-0.8660254037844384,-0.5000000000000004,3.0,5.3
1995-11,3,4.666666666666667,5.3,1995-11-01,1.0,3.8,3.8,1.0,4.5,4.5,1.0,4.3,4.3,1.6666666666666667,4.222222222222222,4.433333333333333,1.3333333333333333,4.511111111111111,4.616666666666666,11,-0.5000000000000004,0.8660254037844384,2.0,5.2
1996-01,2,4.75,5.2,1996-01-01,3.0,4.666666666666667,5.3,1.0,4.2,4.2,1.0,5.5,5.5,2.0,4.405555555555556,4.766666666666667,1.5,4.386111111111111,4.566666666666667,1,0.49999999999999994,0.8660254037844387,2.0,4.3
1996-04,2,4.1,4.3,1996-04-01,2.0,4.75,5.2,1.0,3.8,3.8,1.0,4.4,4.4,2.3333333333333335,4.5055555555555555,4.933333333333333,1.6666666666666667,4.336111111111111,4.55,4,0.8660254037844387,-0.4999999999999998,2.0,4.6
1996-05,2,4.35,4.6,1996-05-01,2.0,4.1,4.3,3.0,4.666666666666667,5.3,1.0,4.5,4.5,2.0,4.3999999999999995,4.7,1.8333333333333333,4.311111111111111,4.566666666666666,5,0.49999999999999994,-0.8660254037844387,2.0,4.3
1996-06,2,4.05,4.3,1996-06-01,2.0,4.35,4.6,2.0,4.75,5.2,1.0,4.2,4.2,2.0,4.166666666666667,4.3999999999999995,2.0,4.2861111111111105,4.583333333333333,6,1.2246467991473532e-16,-1.0,1.0,3.7
1996-08,1,3.7,3.7,1996-08-01,2.0,4.05,4.3,2.0,4.1,4.3,1.0,3.8,3.8,1.6666666666666667,4.033333333333333,4.2,2.0,4.269444444444444,4.566666666666666,8,-0.8660254037844384,-0.5000000000000004,4.0,4.9
1996-12,4,4.4,4.9,1996-12-01,1.0,3.7,3.7,2.0,4.35,4.6,3.0,4.666666666666667,5.3,2.3333333333333335,4.05,4.3,2.1666666666666665,4.2250000000000005,4.5,12,-2.4492935982947064e-16,1.0,2.0,3.8
1997-02,2,3.65,3.8,1997-02-01,4.0,4.4,4.9,2.0,4.05,4.3,2.0,4.75,5.2,2.3333333333333335,3.9166666666666674,4.133333333333334,2.1666666666666665,4.041666666666667,4.266666666666667,2,0.8660254037844386,0.5000000000000001,1.0,4.8
1997-03,1,4.8,4.8,1997-03-01,2.0,3.65,3.8,1.0,3.7,3.7,2.0,4.1,4.3,2.3333333333333335,4.283333333333333,4.5,2.0,4.158333333333333,4.35,3,1.0,6.123233995736766e-17,1.0,4.1
1997-07,1,4.1,4.1,1997-07-01,1.0,4.8,4.8,4.0,4.4,4.9,2.0,4.35,4.6,1.3333333333333333,4.183333333333333,4.233333333333333,1.8333333333333333,4.116666666666667,4.266666666666667,7,-0.4999999999999997,-0.8660254037844388,2.0,5.0
1997-08,2,4.45,5.0,1997-08-01,1.0,4.1,4.1,2.0,3.65,3.8,2.0,4.05,4.3,1.3333333333333333,4.449999999999999,4.633333333333333,1.8333333333333333,4.183333333333334,4.383333333333334,8,-0.8660254037844384,-0.5000000000000004,1.0,4.4
1997-09,1,4.4,4.4,1997-09-01,2.0,4.45,5.0,1.0,4.8,4.8,1.0,3.7,3.7,1.3333333333333333,4.316666666666666,4.5,1.8333333333333333,4.3,4.5,9,-1.0,-1.8369701987210297e-16,2.0,4.6
1997-12,2,4.5,4.6,1997-12-01,1.0,4.4,4.4,1.0,4.1,4.1,4.0,4.4,4.9,1.6666666666666667,4.45,4.666666666666667,1.5,4.316666666666666,4.45,12,-2.4492935982947064e-16,1.0,1.0,4.1
1998-01,1,4.1,4.1,1998-01-01,2.0,4.5,4.6,2.0,4.45,5.0,2.0,3.65,3.8,1.3333333333333333,4.333333333333333,4.366666666666666,1.3333333333333333,4.391666666666667,4.499999999999999,1,0.49999999999999994,0.8660254037844387,2.0,3.8
1998-04,2,3.7,3.8,1998-04-01,1.0,4.1,4.1,1.0,4.4,4.4,1.0,4.8,4.8,1.6666666666666667,4.1,4.166666666666667,1.5,4.208333333333333,4.333333333333333,4,0.8660254037844387,-0.4999999999999998,2.0,5.3
1998-05,2,4.949999999999999,5.3,1998-05-01,2.0,3.7,3.8,2.0,4.5,4.6,1.0,4.1,4.1,1.6666666666666667,4.25,4.3999999999999995,1.6666666666666667,4.35,4.533333333333333,5,0.49999999999999994,-0.8660254037844387,1.0,5.2
1998-06,1,5.2,5.2,1998-06-01,2.0,4.949999999999999,5.3,1.0,4.1,4.1,2.0,4.45,5.0,1.6666666666666667,4.616666666666666,4.766666666666667,1.5,4.475,4.566666666666666,6,1.2246467991473532e-16,-1.0,1.0,4.2
1998-07,1,4.2,4.2,1998-07-01,1.0,5.2,5.2,2.0,3.7,3.8,1.0,4.4,4.4,1.3333333333333333,4.783333333333332,4.8999999999999995,1.5,4.441666666666666,4.533333333333333,7,-0.4999999999999997,-0.8660254037844388,3.0,4.8
1998-09,3,4.7,4.8,1998-09-01,1.0,4.2,4.2,2.0,4.949999999999999,5.3,2.0,4.5,4.6,1.6666666666666667,4.7,4.733333333333333,1.6666666666666667,4.4750000000000005,4.566666666666666,9,-1.0,-1.8369701987210297e-16,1.0,4.1
