time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,distance_from_almaty,year,month,day,day_of_year,week_of_year,source,Unnamed: 0
2004-01-23 13:39:59.040000+00:00,41.68,79.138,47.8,4.6,mb,45.0,134.9,,0.69,us,usp000cjgt,2014-11-07T01:21:07.073Z,"104 km SSE of Ak-Suu, Kyrgyzstan",earthquake,,10.8,,14.0,reviewed,us,us,244.1643078123494,2004,1,23,23,4,recent,
2004-02-05 18:06:02.840000+00:00,39.236,77.574,10.0,3.5,mb,10.0,280.8,,0.94,us,usp000ckft,2014-11-07T01:21:18.202Z,"95 km NNE of Shache, China",earthquake,,,,1.0,reviewed,us,us,433.67447341497507,2004,2,5,36,6,historical,89652.0
2004-02-08 08:56:22.550000+00:00,39.927,74.004,74.9,3.9,mb,10.0,264.0,,0.7,us,usp000ckq6,2014-11-07T01:21:19.259Z,"111 km SSE of Uzgen, Kyrgyzstan",earthquake,,32.9,,1.0,reviewed,us,us,425.8799714892817,2004,2,8,39,6,historical,89843.0
2004-02-15 02:00:34.670000+00:00,41.939,79.654,54.1,3.8,mb,14.0,173.6,,0.85,us,usp000cm6y,2014-11-07T01:21:21.335Z,"98 km NNW of Aksu, China",earthquake,,21.5,,1.0,reviewed,us,us,262.1346355484662,2004,2,15,46,7,recent,
2004-02-22 20:16:00.950000+00:00,39.021,75.376,35.8,3.8,mb,25.0,62.3,,1.11,us,usp000cmuc,2014-11-07T01:21:24.839Z,"72 km SW of Kashgar, China",earthquake,,,,3.0,reviewed,us,us,470.5195501233842,2004,2,22,53,8,historical,90767.0
2004-02-26 09:35:50.760000+00:00,40.559,79.398,50.0,4.0,mb,10.0,172.9,,1.4,us,usp000cnc3,2014-11-07T01:21:29.384Z,"76 km SW of Aykol, China",earthquake,,0.0,,3.0,reviewed,us,us,351.67765361122724,2004,2,26,57,9,historical,91280.0
2004-03-04 06:16:05.800000+00:00,39.707,77.664,63.8,4.1,mb,23.0,162.9,,1.1,us,usp000cp1z,2014-11-07T01:21:38.109Z,"146 km E of Kashgar, China",earthquake,,15.1,,6.0,reviewed,us,us,383.0465601738145,2004,3,4,64,10,historical,91882.0
2004-03-14 09:56:49.790000+00:00,44.356,81.637,38.5,3.5,mb,8.0,187.7,,0.92,us,usp000cpx6,2014-11-07T01:21:42.101Z,"69 km ENE of Huocheng, China",earthquake,,23.7,,1.0,reviewed,us,us,407.63150505482736,2004,3,14,74,11,historical,92564.0
2004-03-26 15:22:13.040000+00:00,40.011,73.199,32.0,4.7,mb,74.0,82.8,,0.83,us,usp000cqy4,2014-11-07T01:21:47.249Z,"57 km ESE of Nookat, Kyrgyzstan",earthquake,,13.6,,28.0,reviewed,us,us,459.55908872129027,2004,3,26,86,13,historical,93417.0
2004-04-08 00:31:09.030000+00:00,40.59,73.167,35.6,4.2,mb,12.0,164.8,,0.7,us,usp000cryc,2014-11-07T01:21:55.765Z,"22 km SSW of Uzgen, Kyrgyzstan",earthquake,,19.9,,1.0,reviewed,us,us,414.63064969396356,2004,4,8,99,15,historical,94211.0
2004-04-08 21:33:52.540000+00:00,41.472,71.852,25.0,4.2,mb,20.0,149.5,,1.24,us,usp000cs0t,2014-11-07T01:21:56.048Z,"8 km ESE of Kerben, Kyrgyzstan",earthquake,,,,6.0,reviewed,us,us,450.63852408461537,2004,4,8,99,15,historical,94276.0
2004-04-09 18:05:33.210000+00:00,40.667,73.106,14.5,4.2,mb,33.0,150.1,,0.8,us,usp000cs38,2014-11-07T01:21:56.517Z,"20 km SW of Uzgen, Kyrgyzstan",earthquake,,26.7,,9.0,reviewed,us,us,412.579000316519,2004,4,9,100,15,historical,94330.0
2004-04-16 02:01:41.730000+00:00,40.133,77.38,10.0,3.8,mb,15.0,243.0,,1.04,us,usp000csm9,2014-11-07T01:22:00.391Z,"Southern Xinjiang, China",earthquake,,,,1.0,reviewed,us,us,332.6262594655364,2004,4,16,107,16,historical,94753.0
2004-04-25 04:15:18.590000+00:00,41.409,74.871,10.0,3.9,mb,11.0,176.4,,0.93,us,usp000ctbx,2014-11-07T01:22:05.344Z,"82 km WNW of At-Bashi, Kyrgyzstan",earthquake,,0.0,,1.0,reviewed,us,us,249.83043300152266,2004,4,25,116,17,recent,
2004-04-28 00:02:43.540000+00:00,40.714,73.686,45.0,3.8,mb,18.0,143.7,,1.15,us,usp000ctm2,2014-11-07T01:22:07.400Z,"33 km E of Uzgen, Kyrgyzstan",earthquake,,,,4.0,reviewed,us,us,373.86499713291323,2004,4,28,119,18,historical,95544.0
2004-04-29 12:49:12.710000+00:00,40.234,72.954,35.7,4.0,mb,17.0,125.8,,0.76,us,usp000ctr4,2014-11-07T01:22:08.690Z,"28 km E of Nookat, Kyrgyzstan",earthquake,,13.8,,4.0,reviewed,us,us,455.2755892952823,2004,4,29,120,18,historical,95657.0
2004-05-19 18:23:44.410000+00:00,40.145,77.442,10.0,4.7,mb,87.0,54.7,,0.78,us,usp000cvkf,2014-11-07T01:22:21.169Z,"145 km ENE of Kashgar, China",earthquake,,,,25.0,reviewed,us,us,332.0006075614184,2004,5,19,140,21,historical,97084.0
2004-05-24 07:09:20.940000+00:00,40.979,77.978,47.2,4.3,mb,41.0,48.0,,1.0,us,usp000cw2d,2014-11-07T01:22:23.650Z,"145 km SSE of Kadzhi-Say, Kyrgyzstan",earthquake,,9.7,,11.0,reviewed,us,us,252.96586074648425,2004,5,24,145,22,recent,
2004-05-26 10:25:48.940000+00:00,39.588,75.297,81.6,4.4,mb,14.0,141.5,,1.12,us,usp000cw8w,2014-11-07T01:22:24.383Z,"60 km WNW of Kashgar, China",earthquake,,17.2,,1.0,reviewed,us,us,411.9809687854824,2004,5,26,147,22,historical,97664.0
2004-06-02 17:15:12.410000+00:00,42.311,74.91,18.2,4.8,mb,74.0,52.4,,0.86,us,usp000cwy5,2014-11-07T01:22:31.545Z,"64 km S of Kant, Kyrgyzstan",earthquake,,,,35.0,reviewed,us,us,182.60326078680734,2004,6,2,154,23,recent,
2004-06-10 16:37:06.200000+00:00,39.903,74.475,60.0,3.7,mb,14.0,137.7,,1.4,us,usp000cxm2,2014-11-07T01:22:36.019Z,"138 km WNW of Kashgar, China",earthquake,,,,2.0,reviewed,us,us,407.5744401641552,2004,6,10,162,24,historical,98736.0
2004-06-16 20:46:32.900000+00:00,42.262,71.971,10.0,4.1,mb,18.0,200.4,,0.95,us,usp000cy1n,2014-11-07T01:22:38.273Z,"36 km SW of Talas, Kyrgyzstan",earthquake,,0.0,,3.0,reviewed,us,us,411.09380816839746,2004,6,16,168,25,historical,99086.0
2004-07-21 03:33:40.640000+00:00,40.336,77.709,33.6,4.2,mb,19.0,103.6,,0.56,us,usp000d0kd,2014-11-07T01:22:56.396Z,"175 km ENE of Kashgar, China",earthquake,,20.8,,1.0,reviewed,us,us,315.12786578184233,2004,7,21,203,30,historical,101415.0
2004-08-10 08:41:27.740000+00:00,40.958,79.003,49.3,4.2,mb,20.0,125.8,,0.89,us,usp000d1vz,2014-11-07T01:23:10.789Z,"95 km W of Aykol, China",earthquake,,14.3,,3.0,reviewed,us,us,296.2331599345643,2004,8,10,223,33,historical,102770.0
2004-08-14 03:21:43.140000+00:00,41.002,78.496,35.8,4.0,mb,21.0,146.5,,1.05,us,usp000d240,2014-11-07T01:23:12.462Z,"138 km W of Aykol, China",earthquake,,12.3,,2.0,reviewed,us,us,269.14632778226314,2004,8,14,227,33,recent,
2004-08-20 17:39:30.410000+00:00,44.58,81.836,71.7,4.7,mb,11.0,138.7,,1.07,us,usp000d2hw,2014-11-07T01:23:14.662Z,"90 km SW of Druzhba, Kazakhstan",earthquake,,12.1,,2.0,reviewed,us,us,430.8510794387138,2004,8,20,233,34,historical,103495.0
2004-08-25 13:54:50.610000+00:00,45.199,81.143,22.2,4.7,mb,58.0,82.7,,1.03,us,usp000d2v3,2014-11-07T01:23:15.862Z,"99 km ESE of Sarkand, Kazakhstan",earthquake,,,,15.0,reviewed,us,us,413.069589998228,2004,8,25,238,35,historical,103820.0
2004-08-26 20:23:29+00:00,42.093,72.537,42.1,3.7,mb,13.0,231.6,,1.07,us,usp000d2xa,2014-11-07T01:23:16.080Z,"41 km NW of Toktogul, Kyrgyzstan",earthquake,,22.4,,3.0,reviewed,us,us,371.88028327297167,2004,8,26,239,35,historical,103893.0
2004-09-02 19:48:01.230000+00:00,44.464,81.058,27.2,4.3,mb,44.0,118.7,,0.71,us,usp000d3dt,2014-11-07T01:23:23.418Z,"48 km NNE of Huocheng, China",earthquake,,14.0,,21.0,reviewed,us,us,368.78075883774505,2004,9,2,246,36,historical,104436.0
2004-09-02 22:07:37.430000+00:00,44.007,75.073,10.0,4.9,mb,9.0,140.6,,1.68,us,usp000d3dx,2020-04-16T17:38:30.448Z,"105 km ESE of Khantau, Kazakhstan",earthquake,,0.0,,1.0,reviewed,us,us,176.46556388944492,2004,9,2,246,36,recent,
2004-09-09 23:20:52.250000+00:00,44.701,81.32,27.6,4.2,mb,44.0,96.9,,0.63,us,usp000d40f,2014-11-07T01:23:27.767Z,"80 km NNE of Huocheng, China",earthquake,,10.1,,24.0,reviewed,us,us,398.43413218048374,2004,9,9,253,37,historical,105081.0
2004-09-23 15:06:33.970000+00:00,40.727,77.527,42.1,4.3,mb,25.0,102.0,,1.18,us,usp000d4xf,2014-11-07T01:23:32.958Z,"150 km ESE of Naryn, Kyrgyzstan",earthquake,,15.0,,8.0,reviewed,us,us,269.4049844745722,2004,9,23,267,39,recent,
2004-09-28 02:41:23.780000+00:00,39.637,74.84,48.5,4.5,mb,29.0,65.6,,0.87,us,usp000d56v,2014-11-07T01:23:34.192Z,"100 km W of Kashgar, China",earthquake,,11.5,,6.0,reviewed,us,us,420.64693066530305,2004,9,28,272,40,historical,106504.0
2004-09-28 08:54:08.430000+00:00,39.596,74.807,48.8,4.4,mb,30.0,52.5,,0.75,us,usp000d578,2014-11-07T01:23:34.227Z,"102 km W of Kashgar, China",earthquake,,10.3,,11.0,reviewed,us,us,425.94974489848414,2004,9,28,272,40,historical,106517.0
2004-10-05 20:31:54.390000+00:00,39.844,74.252,35.0,4.5,mb,44.0,155.2,,0.62,us,usp000d5un,2014-11-07T01:23:42.389Z,"130 km SE of Uzgen, Kyrgyzstan",earthquake,,15.1,,13.0,reviewed,us,us,422.62421316397877,2004,10,5,279,41,historical,107661.0
2004-10-05 22:27:10.020000+00:00,41.724,81.748,4.3,4.4,mb,41.0,64.1,,1.11,us,usp000d5uu,2014-11-07T01:23:42.434Z,"98 km W of Kuqa, China",earthquake,,17.6,,14.0,reviewed,us,us,428.61860488245026,2004,10,5,279,41,historical,107668.0
2004-10-07 16:14:17.260000+00:00,40.264,77.461,42.9,4.8,mwc,159.0,35.2,,0.9,us,usp000d5yk,2016-11-10T00:48:07.342Z,"153 km NE of Kashgar, China",earthquake,,7.3,,,reviewed,us,hrv,319.1426704765015,2004,10,7,281,41,historical,107800.0
2004-10-12 07:18:35.790000+00:00,39.731,75.651,49.0,4.7,mb,72.0,100.8,,0.88,us,usp000d687,2014-11-07T01:23:44.638Z,"40 km NW of Kashgar, China",earthquake,,10.0,,34.0,reviewed,us,us,388.14907825211327,2004,10,12,286,42,historical,108281.0
2004-10-12 21:56:44.530000+00:00,39.752,75.565,45.0,3.8,mb,16.0,220.3,,1.15,us,usp000d69j,2014-11-07T01:23:44.770Z,"48 km NW of Kashgar, China",earthquake,,,,1.0,reviewed,us,us,387.83995618542997,2004,10,12,286,42,historical,108328.0
2004-10-15 13:45:59.790000+00:00,41.032,74.668,27.2,4.4,mb,24.0,150.0,,1.3,us,usp000d6e8,2014-11-07T01:23:46.046Z,"96 km W of At-Bashi, Kyrgyzstan",earthquake,,46.3,,7.0,reviewed,us,us,293.09394049361947,2004,10,15,289,42,historical,108508.0
2004-10-19 20:10:55.930000+00:00,40.062,73.087,45.0,4.2,mb,34.0,140.9,,1.19,us,usp000d6pd,2014-11-07T01:23:47.132Z,"45 km ESE of Nookat, Kyrgyzstan",earthquake,,0.0,,10.0,reviewed,us,us,461.5507897856081,2004,10,19,293,43,historical,108793.0
2004-10-27 09:23:38.950000+00:00,45.087,80.162,18.4,5.3,mwb,462.0,20.1,,0.86,us,usp000d766,2022-05-02T17:31:30.948Z,"41 km SSE of Sarkand, Kazakhstan",earthquake,,,,,reviewed,us,us,343.36284773517417,2004,10,27,301,44,historical,109335.0
2004-10-27 18:14:52.190000+00:00,45.084,80.099,26.7,4.2,mb,30.0,66.9,,0.89,us,usp000d775,2014-11-07T01:23:49.794Z,"39 km SSE of Sarkand, Kazakhstan",earthquake,,,,5.0,reviewed,us,us,339.3166116955482,2004,10,27,301,44,historical,109367.0
2004-11-16 03:25:25.280000+00:00,44.242,81.808,37.8,3.7,mb,19.0,121.2,,1.0,us,usp000d8jh,2014-11-07T01:24:01.403Z,"75 km NE of Qapqal, China",earthquake,,9.7,,1.0,reviewed,us,us,416.8865757649252,2004,11,16,321,47,historical,110871.0
2004-11-21 05:08:04.860000+00:00,40.761,79.266,36.9,4.4,mb,30.0,146.6,,0.71,us,usp000d8vk,2014-11-07T01:24:03.510Z,"76 km WSW of Aykol, China",earthquake,,9.9,,6.0,reviewed,us,us,326.96937126599676,2004,11,21,326,47,historical,111216.0
2004-11-29 00:44:56.790000+00:00,41.75,75.085,10.0,4.5,mb,37.0,189.4,,0.67,us,usp000d9hu,2014-11-07T01:24:06.987Z,"83 km WNW of Naryn, Kyrgyzstan",earthquake,,,,15.0,reviewed,us,us,209.75119369666288,2004,11,29,334,49,recent,
2004-12-02 12:54:22.220000+00:00,39.919,77.392,49.0,4.6,mb,55.0,38.3,,1.07,us,usp000d9te,2014-11-07T01:24:11.960Z,"130 km ENE of Kashgar, China",earthquake,,8.4,,30.0,reviewed,us,us,356.3694167332408,2004,12,2,337,49,historical,112251.0
2004-12-08 02:40:18.210000+00:00,39.553,76.908,55.8,3.7,mb,11.0,225.4,,0.52,us,usp000da9t,2014-11-07T01:24:15.002Z,"79 km E of Kashgar, China",earthquake,,17.6,,1.0,reviewed,us,us,394.421155253904,2004,12,8,343,50,historical,112801.0
2004-12-13 18:17:27.220000+00:00,40.3,77.128,45.2,3.9,mb,18.0,115.9,,1.21,us,usp000damm,2014-11-07T01:24:16.487Z,"134 km NE of Kashgar, China",earthquake,,13.4,,2.0,reviewed,us,us,312.0812416058744,2004,12,13,348,51,historical,113158.0
2004-12-19 21:53:00.420000+00:00,40.36,77.801,37.3,3.7,mb,14.0,156.4,,1.07,us,usp000db1w,2014-11-07T01:24:19.504Z,"183 km ENE of Kashgar, China",earthquake,,18.7,,2.0,reviewed,us,us,314.31060735803703,2004,12,19,354,51,historical,113646.0
2005-01-09 23:36:51.550000+00:00,40.88,72.683,13.8,4.0,mb,15.0,150.9,,0.95,us,usp000dcy3,2014-11-07T01:24:36.480Z,"17 km NNW of Qo‘rg‘ontepa, Uzbekistan",earthquake,,41.5,,3.0,reviewed,us,us,424.9782794787344,2005,1,9,9,1,historical,115712.0
2005-01-16 09:27:00.500000+00:00,42.035,72.704,35.0,4.5,mb,36.0,106.7,,1.32,us,usp000ddf5,2014-11-07T01:24:39.803Z,"26 km NW of Toktogul, Kyrgyzstan",earthquake,,0.0,,14.0,reviewed,us,us,361.08564533817355,2005,1,16,16,2,historical,116280.0
2005-01-19 06:28:19.810000+00:00,41.921,79.169,38.8,5.1,mb,144.0,44.0,,0.98,us,usp000ddrp,2022-05-02T17:43:11.419Z,"83 km SE of Ak-Suu, Kyrgyzstan",earthquake,,6.6,,69.0,reviewed,us,us,229.54603838630246,2005,1,19,19,3,recent,
2005-01-24 16:17:18.110000+00:00,39.648,77.658,10.0,3.7,mb,15.0,154.9,,0.9,us,usp000de7m,2014-11-07T01:24:44.071Z,"141 km NNE of Shache, China",earthquake,,,,1.0,reviewed,us,us,389.43018546210436,2005,1,24,24,4,historical,117120.0
2005-01-29 08:31:58.600000+00:00,43.837,82.42,17.4,3.8,mb,18.0,115.0,,0.66,us,usp000df3b,2014-11-07T01:24:49.082Z,"81 km NW of Xinyuan, China",earthquake,,,,2.0,reviewed,us,us,455.22795813259904,2005,1,29,29,4,historical,118078.0
2005-02-08 02:42:13.040000+00:00,39.268,75.585,24.4,4.9,mb,116.0,111.0,,0.78,us,usp000dfpp,2022-05-02T17:48:02.263Z,"41 km WSW of Kashgar, China",earthquake,,,,84.0,reviewed,us,us,439.4425679466873,2005,2,8,39,6,historical,118737.0
2005-02-09 11:24:01.740000+00:00,39.667,74.194,19.1,3.5,mb,20.0,124.4,,0.94,us,usp000dfsc,2014-11-07T01:24:57.608Z,"144 km SSE of Uzgen, Kyrgyzstan",earthquake,,26.0,,1.0,reviewed,us,us,442.16506776671304,2005,2,9,40,6,historical,118834.0
2005-02-10 20:08:46.640000+00:00,40.643,73.153,35.0,3.9,mb,22.0,106.0,,1.07,us,usp000dfvz,2014-11-07T01:24:58.164Z,"18 km SW of Uzgen, Kyrgyzstan",earthquake,,,,6.0,reviewed,us,us,411.4601196069422,2005,2,10,41,6,historical,118954.0
2005-02-14 23:38:08.660000+00:00,41.728,79.44,22.0,6.1,mwc,623.0,23.1,,0.91,us,usp000dg5h,2022-07-14T18:08:56.560Z,"92 km NW of Aksu, China",earthquake,,,,,reviewed,us,hrv,260.34004517127613,2005,2,14,45,7,recent,
2005-02-15 11:16:16.320000+00:00,41.754,79.399,29.0,5.3,mb,215.0,78.9,,0.75,us,usp000dg6m,2022-07-14T18:07:07.494Z,"97 km NW of Aksu, China",earthquake,,,,103.0,reviewed,us,us,255.88489865603202,2005,2,15,46,7,recent,
2005-02-15 11:33:58.480000+00:00,41.616,79.356,29.8,4.7,mb,55.0,89.3,,0.85,us,usp000dg6p,2014-11-07T01:24:59.898Z,"90 km WNW of Aksu, China",earthquake,,,,16.0,reviewed,us,us,262.5714479612869,2005,2,15,46,7,recent,
2005-02-17 08:36:11.190000+00:00,41.581,79.33,30.0,3.7,mb,16.0,118.0,,1.18,us,usp000dgbr,2014-11-07T01:25:00.707Z,"90 km WNW of Aksu, China",earthquake,,0.0,,1.0,reviewed,us,us,263.43456890123684,2005,2,17,48,7,recent,
2005-02-17 13:32:34.830000+00:00,41.583,79.332,10.0,4.5,mb,14.0,123.1,,0.94,us,usp000dgc4,2014-11-07T01:25:00.743Z,"90 km WNW of Aksu, China",earthquake,,,,1.0,reviewed,us,us,263.4158142757194,2005,2,17,48,7,recent,
2005-03-07 23:38:28.020000+00:00,41.77,81.739,16.7,4.0,mb,15.0,148.7,,0.7,us,usp000dhsd,2014-11-07T01:25:12.433Z,"99 km W of Kuqa, China",earthquake,,,,2.0,reviewed,us,us,425.9913032329579,2005,3,7,66,10,historical,121034.0
2005-03-09 21:13:35.790000+00:00,41.793,81.756,21.1,4.7,mb,67.0,47.7,,0.74,us,usp000dhw8,2014-11-07T01:25:12.951Z,"98 km W of Kuqa, China",earthquake,,,,22.0,reviewed,us,us,426.3527083498157,2005,3,9,68,10,historical,121166.0
2005-03-12 17:05:23.550000+00:00,41.616,72.473,21.7,4.8,mb,122.0,54.6,,0.75,us,usp000dj2j,2014-11-07T01:25:13.668Z,"36 km NE of Tash-Kumyr, Kyrgyzstan",earthquake,,12.8,,68.0,reviewed,us,us,397.12137807453524,2005,3,12,71,10,historical,121385.0
2005-03-18 14:06:04.220000+00:00,39.832,77.592,10.0,3.7,mb,15.0,244.0,,0.87,us,usp000djfj,2014-11-07T01:25:16.118Z,"143 km ENE of Kashgar, China",earthquake,,,,1.0,reviewed,us,us,368.32671608108984,2005,3,18,77,11,historical,121830.0
2005-03-24 07:38:01.210000+00:00,39.874,77.708,20.5,4.8,mwc,139.0,85.5,,0.77,us,usp000djy9,2016-11-10T01:03:19.324Z,"154 km ENE of Kashgar, China",earthquake,,12.8,,,reviewed,us,hrv,365.43727799554904,2005,3,24,83,12,historical,122365.0
2005-04-06 08:44:57.290000+00:00,41.351,78.731,21.2,5.1,mwc,318.0,22.4,,0.86,us,usp000dmdm,2022-05-02T17:53:00.402Z,"125 km SSE of Kyzyl-Suu, Kyrgyzstan",earthquake,,,,,reviewed,us,hrv,247.5809554084249,2005,4,6,96,14,recent,
2005-04-15 13:21:16.980000+00:00,41.986,81.961,28.7,4.4,mb,32.0,129.7,,0.63,us,usp000dndm,2014-11-07T01:25:36.163Z,"85 km WNW of Kuqa, China",earthquake,,16.2,,10.0,reviewed,us,us,435.00423352547807,2005,4,15,105,15,historical,125055.0
2005-04-20 17:48:56.870000+00:00,42.529,76.414,41.5,3.9,mb,11.0,209.5,,0.97,us,usp000dnux,2014-11-07T01:25:38.625Z,"20 km ENE of Balykchy, Kyrgyzstan",earthquake,,12.6,,1.0,reviewed,us,us,73.58460450189844,2005,4,20,110,16,recent,
2005-04-27 13:11:28.710000+00:00,41.785,80.517,26.3,4.7,mb,50.0,87.4,,0.91,us,usp000dpch,2014-11-07T01:25:41.868Z,"69 km NNE of Aksu, China",earthquake,,19.7,,20.0,reviewed,us,us,333.0322057516256,2005,4,27,117,17,historical,126117.0
2005-05-05 23:23:51.940000+00:00,39.758,74.116,35.0,4.3,mb,12.0,158.8,,1.17,us,usp000dq04,2014-11-07T01:25:49.555Z,"132 km SSE of Uzgen, Kyrgyzstan",earthquake,,,,2.0,reviewed,us,us,436.76137744485595,2005,5,5,125,18,historical,126810.0
2005-05-07 13:44:05.630000+00:00,39.327,74.506,10.0,4.0,mb,17.0,156.5,,1.0,us,usp000dq4v,2014-11-07T01:25:50.011Z,"128 km W of Kashgar, China",earthquake,,,,3.0,reviewed,us,us,463.7516396529204,2005,5,7,127,18,historical,126968.0
2005-05-22 00:01:53.760000+00:00,39.358,75.346,10.0,4.3,mb,77.0,78.6,,0.71,us,usp000drat,2014-11-07T01:25:57.125Z,"56 km WSW of Kashgar, China",earthquake,,,,37.0,reviewed,us,us,435.15019829068007,2005,5,22,142,20,historical,128279.0
2005-05-24 22:34:54.910000+00:00,44.23,77.84,18.7,3.5,m,12.0,168.4,,,us,usp000drhd,2014-11-07T01:25:57.962Z,"18 km SW of Saryozek, Kazakhstan",earthquake,,,,,reviewed,nnc,nnc,147.90179226660098,2005,5,24,144,21,recent,
2005-05-28 06:57:05.640000+00:00,39.539,75.367,10.0,4.1,mb,13.0,136.6,,1.13,us,usp000drqq,2014-11-07T01:25:58.789Z,"54 km W of Kashgar, China",earthquake,,,,1.0,reviewed,us,us,415.36246636042455,2005,5,28,148,21,historical,128714.0
2005-05-28 11:37:54.450000+00:00,41.116,72.509,47.8,3.8,mb,15.0,154.1,,0.76,us,usp000drqw,2014-11-07T01:25:58.805Z,"9 km NNE of Kochkor-Ata, Kyrgyzstan",earthquake,,17.3,,1.0,reviewed,us,us,421.92362392821053,2005,5,28,148,21,historical,128720.0
2005-06-06 05:16:49.180000+00:00,39.324,74.514,10.0,4.5,mb,8.0,196.5,,0.31,us,usp000dsbb,2014-11-07T01:26:08.579Z,"128 km W of Kashgar, China",earthquake,,,,1.0,reviewed,us,us,463.7709039525687,2005,6,6,157,23,historical,129409.0
2005-06-15 21:17:57.460000+00:00,42.617,80.179,10.0,3.6,mb,11.0,130.2,,1.39,us,usp000dt59,2014-11-07T01:26:13.779Z,"90 km ESE of Kegen, Kazakhstan",earthquake,,,,1.0,reviewed,us,us,274.99153256676317,2005,6,15,166,24,recent,
2005-06-21 19:32:50.720000+00:00,41.489,73.728,35.0,3.5,mb,12.0,258.8,,1.27,us,usp000dtmm,2014-11-07T01:26:16.135Z,"78 km ESE of Toktogul, Kyrgyzstan",earthquake,,,,1.0,reviewed,us,us,314.4088454260385,2005,6,21,172,25,historical,130881.0
2005-06-24 09:33:22.740000+00:00,43.017,77.228,17.6,4.6,mb,50.0,55.2,,0.95,us,usp000dtth,2022-07-14T15:43:55.484Z,"31 km S of Talghar, Kazakhstan",earthquake,,,,18.0,reviewed,us,us,30.51494296711639,2005,6,24,175,25,recent,
2005-07-04 01:22:53.900000+00:00,39.048,75.453,54.8,3.7,mb,15.0,226.3,,0.88,us,usp000dufe,2014-11-07T01:26:24.651Z,"65 km SW of Kashgar, China",earthquake,,24.3,,1.0,reviewed,us,us,465.93483347200726,2005,7,4,185,27,historical,131822.0
2005-07-05 03:07:24.180000+00:00,41.494,74.723,10.0,4.6,mb,54.0,51.2,,1.02,us,usp000dujf,2014-11-07T01:26:25.879Z,"97 km WNW of At-Bashi, Kyrgyzstan",earthquake,,,,22.0,reviewed,us,us,251.1251487901152,2005,7,5,186,27,recent,
2005-07-24 00:48:35.570000+00:00,39.227,74.738,34.3,4.1,mb,13.0,159.4,,1.14,us,usp000dvsa,2014-11-07T01:26:32.231Z,"111 km WSW of Kashgar, China",earthquake,,57.8,,1.0,reviewed,us,us,466.1300270796977,2005,7,24,205,29,historical,133292.0
2005-07-31 06:53:30.050000+00:00,39.394,77.486,32.1,3.9,mb,16.0,208.1,,0.91,us,usp000dwbw,2014-11-07T01:26:37.624Z,"110 km N of Shache, China",earthquake,,37.6,,3.0,reviewed,us,us,415.29034844745576,2005,7,31,212,30,historical,133976.0
2005-08-16 17:21:04.600000+00:00,43.64,77.312,0.0,3.5,m,8.0,169.6,,,us,usp000dxfs,2014-11-07T01:26:49.669Z,"32 km SE of Kapshagay, Kazakhstan",earthquake,,,,,reviewed,nnc,nnc,69.87022689012942,2005,8,16,228,33,recent,
2005-08-23 22:09:00.940000+00:00,44.842,78.746,6.2,3.5,m,9.0,169.7,,,us,usp000dxx5,2014-11-07T01:26:51.784Z,"6 km W of Tekeli, Kazakhstan",earthquake,,,,,reviewed,nnc,nnc,245.05387635870312,2005,8,23,235,34,recent,
2005-08-24 22:32:43.980000+00:00,39.723,79.667,40.5,5.0,mwc,226.0,37.0,,0.89,us,usp000dxzs,2022-05-02T17:57:14.863Z,"southern Xinjiang, China",earthquake,,,,,reviewed,us,hrv,441.98829140503426,2005,8,24,236,34,historical,135827.0
2005-09-23 05:00:54.880000+00:00,41.816,82.541,9.8,4.8,mwc,138.0,31.3,,0.72,us,usp000dzzz,2016-11-10T01:11:51.691Z,"34 km WNW of Kuqa, China",earthquake,,7.6,,,reviewed,us,hrv,486.5289192864361,2005,9,23,266,38,historical,138123.0
2005-09-23 05:22:49.990000+00:00,41.8,82.57,12.5,4.9,mb,118.0,34.0,,0.76,us,usp000e002,2022-05-02T17:59:28.087Z,"31 km WNW of Kuqa, China",earthquake,,,,55.0,reviewed,us,us,489.38118145098326,2005,9,23,266,38,historical,138126.0
2005-09-23 05:38:49.830000+00:00,41.909,82.466,34.8,4.4,mb,31.0,148.9,,0.75,us,usp000e004,2014-11-07T01:27:08.077Z,"44 km WNW of Kuqa, China",earthquake,,20.0,,9.0,reviewed,us,us,477.36117562331475,2005,9,23,266,38,historical,138128.0
2005-09-26 00:05:17.540000+00:00,41.955,82.588,35.0,4.9,mb,136.0,41.5,,0.94,us,usp000e09b,2022-05-02T18:00:39.182Z,"38 km NW of Kuqa, China",earthquake,,,,63.0,reviewed,us,us,485.4411377607638,2005,9,26,269,39,historical,138426.0
2005-09-28 11:04:20.670000+00:00,40.248,77.095,88.2,3.7,mb,8.0,274.8,,0.46,us,usp000e0eq,2014-11-07T01:27:11.053Z,"128 km NE of Kashgar, China",earthquake,,23.0,,1.0,reviewed,us,us,317.6776771998508,2005,9,28,271,39,historical,138613.0
2005-10-08 06:25:58.760000+00:00,42.074,76.116,10.0,4.6,mb,41.0,103.5,,0.91,us,usp000e14d,2014-11-07T01:27:19.140Z,"43 km S of Balykchy, Kyrgyzstan",earthquake,,,,8.0,reviewed,us,us,129.71342120049158,2005,10,8,281,40,recent,
