time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,distance_from_almaty,year,month,day,day_of_year,week_of_year,source,Unnamed: 0
2011-10-20 07:59:37.950000+00:00,40.992,72.503,35.0,4.7,mb,27.0,116.2,,0.93,us,usp000j9kn,2014-11-07T01:46:08.188Z,"5 km SSE of Kochkor-Ata, Kyrgyzstan",earthquake,,,,5.0,reviewed,us,us,429.9971168196808,2011,10,20,293,42,historical,303285.0
2011-10-20 08:04:54.180000+00:00,41.154,72.388,35.0,4.6,mb,15.0,141.4,,1.2,us,usp000j9kp,2014-11-07T01:46:08.191Z,"15 km NNW of Kochkor-Ata, Kyrgyzstan",earthquake,,,,1.0,reviewed,us,us,428.2156972174351,2011,10,20,293,42,historical,303286.0
2011-10-24 14:35:14.760000+00:00,41.129,79.551,44.2,4.1,mb,23.0,134.3,,0.91,us,usp000j9uq,2014-11-07T01:46:10.799Z,"52 km WNW of Aykol, China",earthquake,,11.3,,2.0,reviewed,us,us,311.31451821427424,2011,10,24,297,43,historical,303551.0
2011-10-28 13:37:28.830000+00:00,42.135,77.571,46.7,4.1,mb,24.0,109.4,,1.05,us,usp000ja13,2014-11-07T01:46:11.937Z,"32 km E of Kadzhi-Say, Kyrgyzstan",earthquake,,10.7,,2.0,reviewed,us,us,121.67142923797023,2011,10,28,301,43,recent,
2011-11-01 00:21:28.090000+00:00,43.648,82.437,28.0,5.6,mww,512.0,16.1,,0.78,us,usp000ja68,2022-04-08T22:10:07.785Z,"70 km WNW of Xinyuan, China",earthquake,,,,,reviewed,us,us,453.97701473615535,2011,11,1,305,44,historical,303940.0
2011-12-24 09:20:05.060000+00:00,41.42,73.167,10.0,4.4,mb,46.0,91.7,,1.08,us,usp000jck6,2014-11-07T01:46:37.078Z,"53 km SSE of Toktogul, Kyrgyzstan",earthquake,,,,7.0,reviewed,us,us,357.3874321277763,2011,12,24,358,51,historical,306627.0
2012-01-03 07:40:01.640000+00:00,39.836,77.286,43.7,4.5,mb,39.0,101.3,,0.95,us,usp000jczj,2014-11-07T01:46:42.657Z,"118 km ENE of Kashgar, China",earthquake,,7.7,,10.0,reviewed,us,us,364.5901229643267,2012,1,3,3,1,historical,307076.0
2012-01-17 10:40:31.420000+00:00,39.7,73.792,61.0,4.2,mb,44.0,90.9,,1.13,us,usp000jdm3,2014-11-07T01:46:47.742Z,"118 km ESE of Nookat, Kyrgyzstan",earthquake,,8.6,,4.0,reviewed,us,us,456.91478347707226,2012,1,17,17,3,historical,307770.0
2012-01-29 01:25:16.850000+00:00,40.534,72.997,23.1,4.5,mb,46.0,84.3,,0.86,us,usp000je3z,2014-11-07T01:46:51.572Z,"16 km E of Osh, Kyrgyzstan",earthquake,,16.0,,16.0,reviewed,us,us,429.36037454534556,2012,1,29,29,4,historical,308334.0
2012-02-05 07:10:16.580000+00:00,41.437,74.784,10.0,5.2,mb,178.0,62.0,,0.79,us,usp000jeh9,2015-03-24T01:25:25.779Z,"90 km WNW of At-Bashi, Kyrgyzstan",earthquake,,,,58.0,reviewed,us,us,252.28506309364835,2012,2,5,36,5,recent,
2012-02-20 02:23:59.940000+00:00,41.474,73.027,36.9,4.9,mb,144.0,46.1,,0.63,us,usp000jf4p,2022-05-03T15:31:24.462Z,"45 km S of Toktogul, Kyrgyzstan",earthquake,,3.8,,79.0,reviewed,us,us,364.1222488635271,2012,2,20,51,8,historical,309508.0
2012-02-20 04:18:16.170000+00:00,41.475,73.052,46.6,4.4,mb,59.0,79.2,,0.86,us,usp000jf4t,2015-03-24T02:36:42.991Z,"45 km SSE of Toktogul, Kyrgyzstan",earthquake,,5.7,,13.0,reviewed,us,us,362.28168319071307,2012,2,20,51,8,historical,309511.0
2012-03-01 16:05:36.200000+00:00,39.702,74.371,43.3,4.7,mb,106.0,54.0,,1.15,us,usp000jfnb,2014-11-07T01:47:08.708Z,"141 km W of Kashgar, China",earthquake,,7.2,,43.0,reviewed,us,us,431.46602671158,2012,3,1,61,9,historical,310071.0
2012-03-02 13:40:12.360000+00:00,39.75,74.38,42.5,5.0,mb,161.0,52.6,,0.85,us,usp000jfpt,2015-03-24T01:26:42.444Z,"141 km WNW of Kashgar, China",earthquake,,4.7,,81.0,reviewed,us,us,426.39813320781775,2012,3,2,62,9,historical,310119.0
2012-03-02 21:30:50.190000+00:00,40.477,77.213,54.7,4.5,mb,60.0,90.9,,0.82,us,usp000jfq4,2014-11-07T01:47:09.743Z,"141 km ESE of At-Bashi, Kyrgyzstan",earthquake,,5.6,,15.0,reviewed,us,us,293.04652773914415,2012,3,2,62,9,historical,310130.0
2012-03-07 03:03:04.970000+00:00,39.559,73.846,51.1,4.4,mb,63.0,54.9,,1.12,us,usp000jfw0,2014-11-07T01:47:12.171Z,"131 km SE of Nookat, Kyrgyzstan",earthquake,,12.9,,21.0,reviewed,us,us,467.6697530439192,2012,3,7,67,10,historical,310339.0
2012-03-10 13:00:23.850000+00:00,40.531,77.216,60.4,4.3,mb,47.0,162.7,,1.09,us,usp000jg1k,2014-11-07T01:47:13.321Z,"138 km ESE of At-Bashi, Kyrgyzstan",earthquake,,7.0,,1.0,reviewed,us,us,287.09447243558526,2012,3,10,70,10,historical,310528.0
2012-03-20 06:24:45.530000+00:00,39.699,75.807,10.0,4.0,mb,51.0,141.9,,1.5,us,usp000jggq,2014-11-07T01:47:16.894Z,"29 km NNW of Kashgar, China",earthquake,,,,1.0,reviewed,us,us,388.41864177722493,2012,3,20,80,12,historical,311025.0
2012-04-04 14:21:46.380000+00:00,41.851,79.421,52.6,4.3,mb,25.0,150.9,,0.91,us,usp000jh86,2014-11-07T01:47:26.071Z,"103 km NW of Aksu, China",earthquake,,10.8,,2.0,reviewed,us,us,251.0987638703921,2012,4,4,95,14,recent,
2012-04-13 06:48:04.240000+00:00,39.823,75.403,52.3,4.4,mb,33.0,95.3,,1.24,us,usp000jhuj,2014-11-07T01:47:30.668Z,"63 km NW of Kashgar, China",earthquake,,6.9,,12.0,reviewed,us,us,384.3263327127847,2012,4,13,104,15,historical,312496.0
2012-04-18 14:48:02.610000+00:00,39.968,77.095,43.3,4.6,mb,71.0,74.9,,1.08,us,usp000jj6g,2014-11-07T01:47:33.948Z,"109 km ENE of Kashgar, China",earthquake,,5.6,,25.0,reviewed,us,us,348.76528992988545,2012,4,18,109,16,historical,312901.0
2012-04-18 14:49:33.310000+00:00,39.768,77.209,20.5,4.4,mb,26.0,174.8,,0.85,us,usp000jj6h,2014-11-07T01:47:33.954Z,"109 km ENE of Kashgar, China",earthquake,,24.8,,2.0,reviewed,us,us,371.5767390128683,2012,4,18,109,16,historical,312902.0
2012-05-30 21:20:56.160000+00:00,43.384,78.745,17.2,5.4,mww,403.0,13.1,,0.87,us,usp000jm51,2022-05-03T15:41:19.081Z,"55 km NW of Kegen, Kazakhstan",earthquake,,7.0,,,reviewed,us,us,155.1230299298052,2012,5,30,151,22,recent,
2012-06-01 12:32:27.690000+00:00,39.803,75.194,47.5,5.3,mb,322.0,18.7,,0.77,us,usp000jm70,2022-05-03T15:41:37.393Z,"77 km WNW of Kashgar, China",earthquake,,2.8,,196.0,reviewed,us,us,392.29464154100754,2012,6,1,153,22,historical,315163.0
2012-06-06 07:26:14.640000+00:00,44.344,79.888,42.0,4.5,mb,49.0,79.0,,0.86,us,usp000jmdt,2014-11-07T01:48:01.286Z,"21 km NNW of Zharkent, Kazakhstan",earthquake,,4.4,,6.0,reviewed,us,us,279.17610429727813,2012,6,6,158,23,recent,
2012-06-14 03:08:11.370000+00:00,40.194,77.977,23.6,4.1,mb,57.0,69.8,,1.16,us,usp000jmqz,2014-11-07T01:48:04.766Z,"188 km ENE of Kashgar, China",earthquake,,13.8,,8.0,reviewed,us,us,335.95973410729727,2012,6,14,166,24,historical,315748.0
2012-06-26 00:32:40.060000+00:00,41.235,74.551,10.0,4.4,mb,65.0,69.4,,1.21,us,usp000jn7x,2014-11-07T01:48:09.148Z,"105 km W of At-Bashi, Kyrgyzstan",earthquake,,,,16.0,reviewed,us,us,281.99360871944907,2012,6,26,178,26,recent,
2012-07-03 13:37:34.160000+00:00,39.663,74.201,63.2,4.4,mb,14.0,87.5,,1.33,us,usp000jnj9,2014-11-07T01:48:15.626Z,"144 km SSE of Uzgen, Kyrgyzstan",earthquake,,12.7,,1.0,reviewed,us,us,442.2584403872752,2012,7,3,185,27,historical,316667.0
2012-07-21 01:05:18.480000+00:00,43.332,82.842,10.0,4.5,mb,70.0,69.8,,1.03,us,usp000jp8c,2014-11-07T01:48:21.847Z,"34 km WSW of Xinyuan, China",earthquake,,,,22.0,reviewed,us,us,484.53235540942705,2012,7,21,203,29,historical,317450.0
2012-08-01 09:52:22.370000+00:00,39.774,75.556,52.3,5.0,mb,122.0,46.9,,0.83,us,usp000jpqv,2022-05-03T15:44:47.947Z,"50 km NW of Kashgar, China",earthquake,,4.5,,46.0,reviewed,us,us,385.6995912946195,2012,8,1,214,31,historical,317971.0
2012-08-07 09:43:23.530000+00:00,39.368,77.289,10.0,4.4,mwr,87.0,78.0,,1.17,us,usp000jq00,2014-11-07T01:48:31.566Z,"105 km N of Shache, China",earthquake,,,,,reviewed,us,us,416.45423849131987,2012,8,7,220,32,historical,318285.0
2012-08-11 09:34:22.790000+00:00,39.963,78.154,21.7,5.1,mwb,285.0,33.5,,0.8,us,usp000jq5k,2022-05-03T15:45:56.826Z,"188 km NNE of Shache, China",earthquake,,6.6,,,reviewed,us,us,364.8120075919669,2012,8,11,224,32,historical,318476.0
2012-09-06 11:33:53.580000+00:00,41.715,81.343,10.0,4.2,mb,31.0,88.6,,1.45,us,usp000jrv6,2014-11-07T01:48:48.052Z,"106 km ENE of Aksu, China",earthquake,,,,2.0,reviewed,us,us,398.16132580254026,2012,9,6,250,36,historical,320385.0
2012-09-10 14:03:17.850000+00:00,39.23,74.272,48.0,4.6,mb,78.0,49.5,,1.02,us,usp000js3k,2014-11-07T01:48:50.081Z,"120 km NNE of Murghob, Tajikistan",earthquake,,5.3,,28.0,reviewed,us,us,482.09191820781797,2012,9,10,254,37,historical,320669.0
2012-09-12 05:50:54.770000+00:00,41.799,72.005,46.1,4.4,mb,78.0,38.3,,1.05,us,usp000js6y,2014-11-07T01:48:50.852Z,"39 km NNE of Kerben, Kyrgyzstan",earthquake,,4.8,,14.0,reviewed,us,us,424.4884772615514,2012,9,12,256,37,historical,320784.0
2012-09-14 03:21:45.400000+00:00,43.637,82.425,10.0,5.0,mb,175.0,30.1,,0.75,us,usp000jsa1,2014-11-07T01:48:51.418Z,"70 km WNW of Xinyuan, China",earthquake,,,,84.0,reviewed,us,us,452.89416417990117,2012,9,14,258,37,historical,320888.0
2012-09-21 10:09:27.560000+00:00,40.493,77.427,46.2,4.5,mb,48.0,70.7,,1.09,us,usp000jsnt,2014-11-07T01:48:53.414Z,"156 km ESE of At-Bashi, Kyrgyzstan",earthquake,,6.7,,10.0,reviewed,us,us,293.5373832652561,2012,9,21,265,38,historical,321287.0
2012-09-30 23:04:45+00:00,41.469,81.886,46.6,4.7,mb,103.0,38.7,,0.72,us,usp000jtaj,2014-11-07T01:48:57.011Z,"91 km WSW of Kuqa, China",earthquake,,4.0,,41.0,reviewed,us,us,450.63093393042203,2012,9,30,274,39,historical,322047.0
2012-10-14 16:30:09.360000+00:00,40.783,74.064,11.3,4.3,mb,34.0,147.8,,1.07,us,usp000jtzn,2014-11-07T01:49:05.606Z,"64 km E of Uzgen, Kyrgyzstan",earthquake,,24.5,,5.0,reviewed,us,us,346.71408845602537,2012,10,14,288,41,historical,322791.0
2012-10-25 07:05:49.510000+00:00,39.718,78.353,36.3,4.0,mb,20.0,88.2,,1.41,us,usp000judz,2014-11-07T01:49:08.538Z,"173 km NE of Shache, China",earthquake,,12.2,,3.0,reviewed,us,us,395.85737439675904,2012,10,25,299,43,historical,323278.0
2012-10-26 01:52:59.790000+00:00,39.881,75.838,35.0,4.0,mb,15.0,118.2,,1.29,us,usp000juf0,2014-11-07T01:49:08.803Z,"47 km NNW of Kashgar, China",earthquake,,,,2.0,reviewed,us,us,368.1041148057008,2012,10,26,300,43,historical,323319.0
2012-11-15 00:25:50.480000+00:00,39.471,73.585,38.5,4.2,mb,39.0,95.7,,1.31,us,usp000jvm1,2014-11-07T01:49:22.893Z,"113 km E of Kyzyl-Eshme, Kyrgyzstan",earthquake,,9.9,,3.0,reviewed,us,us,487.93438090633106,2012,11,15,320,46,historical,324589.0
2012-11-18 06:26:18.100000+00:00,39.392,73.739,35.0,4.0,mb,35.0,124.7,,1.07,us,usp000jvrm,2014-11-07T01:49:24.072Z,Kyrgyzstan-Tajikistan-Xinjiang border region,earthquake,,,,4.0,reviewed,us,us,488.3003438592634,2012,11,18,323,46,historical,324743.0
2012-11-26 10:04:34.030000+00:00,41.054,71.604,51.4,4.2,mb,52.0,43.8,,1.1,us,usp000jw35,2014-11-07T01:49:26.528Z,"8 km NW of Namangan, Uzbekistan",earthquake,,6.0,,7.0,reviewed,us,us,490.4355221755943,2012,11,26,331,48,historical,325137.0
2012-11-28 05:30:08.140000+00:00,41.712,77.788,15.4,4.7,mb,92.0,65.8,,1.07,us,usp000jw64,2015-03-24T01:34:27.853Z,"69 km SE of Kadzhi-Say, Kyrgyzstan",earthquake,,6.9,,26.0,reviewed,us,us,171.75653948505916,2012,11,28,333,48,recent,
2012-12-05 00:57:18+00:00,43.062,78.31,31.0,4.2,mb,46.0,61.2,,0.95,us,usp000jwfj,2014-11-07T01:49:32.766Z,"37 km N of Tyup, Kyrgyzstan",earthquake,,7.5,,8.0,reviewed,us,us,117.02522885504001,2012,12,5,340,49,recent,
2012-12-13 03:52:04.710000+00:00,40.87,73.494,17.3,4.2,mb,50.0,56.3,,1.16,us,usp000jwwm,2014-11-07T01:49:35.843Z,"19 km NE of Uzgen, Kyrgyzstan",earthquake,,6.8,,6.0,reviewed,us,us,373.2356472774827,2012,12,13,348,50,historical,326037.0
2012-12-16 10:29:34.960000+00:00,40.013,77.863,28.6,4.9,mb,161.0,64.2,,1.04,us,usp000jx16,2022-05-03T16:01:21.430Z,"171 km ENE of Kashgar, China",earthquake,,8.5,,80.0,reviewed,us,us,353.0549803476305,2012,12,16,351,50,historical,326202.0
2012-12-25 23:09:31.070000+00:00,39.37,74.776,10.0,4.5,mb,82.0,94.9,,1.16,us,usp000jxdj,2014-11-07T01:49:39.750Z,"105 km W of Kashgar, China",earthquake,,,,25.0,reviewed,us,us,450.1624542968911,2012,12,25,360,52,historical,326613.0
2012-12-25 23:52:04.020000+00:00,39.327,74.743,10.0,4.1,mb,40.0,84.6,,0.98,us,usp000jxdk,2014-11-07T01:49:39.768Z,"108 km W of Kashgar, China",earthquake,,,,3.0,reviewed,us,us,455.6621919800471,2012,12,25,360,52,historical,326615.0
2013-01-03 22:10:11+00:00,39.648,73.821,47.8,4.0,mb,61.0,91.3,,1.24,us,usp000jxss,2014-11-07T01:49:45.662Z,"123 km SE of Nookat, Kyrgyzstan",earthquake,,6.6,,12.0,reviewed,us,us,460.42559658567427,2013,1,3,3,1,historical,327053.0
2013-01-15 00:54:55.320000+00:00,43.348,81.014,44.7,4.4,mb,58.0,64.8,,0.94,us,usb000ep6f,2014-11-07T01:49:50.123Z,"50 km S of Qapqal, China",earthquake,,4.9,,13.0,reviewed,us,us,336.8659168780435,2013,1,15,15,3,historical,327826.0
2013-01-24 04:27:24.510000+00:00,40.184,76.256,53.5,4.5,mb,47.0,137.7,,1.35,us,usp000jys4,2014-11-07T01:49:52.920Z,"82 km NNE of Kashgar, China",earthquake,,6.4,,2.0,reviewed,us,us,328.2312322277379,2013,1,24,24,4,historical,328295.0
2013-01-26 15:41:17.310000+00:00,39.836,77.291,35.0,4.7,mb,56.0,76.5,,1.17,us,usp000jyue,2014-11-07T01:49:53.422Z,"118 km ENE of Kashgar, China",earthquake,,,,5.0,reviewed,us,us,364.6299294147701,2013,1,26,26,4,historical,328409.0
2013-01-28 16:38:53.580000+00:00,42.605,79.708,15.0,6.1,mww,548.0,14.5,,0.76,us,usc000ewqq,2022-07-24T16:35:51.450Z,"61 km SE of Kegen, Kazakhstan",earthquake,,,,,reviewed,us,us,237.79183076523995,2013,1,28,28,5,recent,
2013-01-28 16:46:52.810000+00:00,42.489,79.418,10.0,4.3,ml,17.0,109.6,,0.7,us,usp000jyvn,2014-11-07T01:49:54.168Z,"61 km SSE of Kegen, Kazakhstan",earthquake,,,,,reviewed,us,us,218.71088816637436,2013,1,28,28,5,recent,
2013-01-28 17:31:45.500000+00:00,42.7,79.541,10.0,4.3,mb,25.0,70.2,,1.41,us,usc000ewrz,2014-11-07T01:49:54.172Z,"44 km SE of Kegen, Kazakhstan",earthquake,,,,1.0,reviewed,us,us,222.05581875795627,2013,1,28,28,5,recent,
2013-01-28 19:11:51.540000+00:00,42.563,79.561,10.0,4.5,mb,50.0,71.5,,1.25,us,usc000ewuh,2014-11-07T01:49:54.182Z,"58 km SSE of Kegen, Kazakhstan",earthquake,,,,1.0,reviewed,us,us,227.40617483178383,2013,1,28,28,5,recent,
2013-01-28 19:47:38.510000+00:00,42.446,79.57,13.0,4.6,mb,78.0,96.9,,0.86,us,usc000ewvl,2014-11-07T01:49:54.197Z,"70 km SSE of Kegen, Kazakhstan",earthquake,,6.8,,16.0,reviewed,us,us,232.05649985191837,2013,1,28,28,5,recent,
2013-01-28 20:37:08.720000+00:00,42.503,79.655,10.0,4.4,mb,51.0,66.4,,0.99,us,usc000ewxc,2022-07-24T16:39:52.642Z,"67 km SSE of Kegen, Kazakhstan",earthquake,,,,6.0,reviewed,us,us,236.699748010242,2013,1,28,28,5,recent,
2013-01-29 08:57:55.560000+00:00,42.521,79.8,10.0,4.4,mb,52.0,66.6,,1.05,us,usc000excc,2014-11-07T01:49:54.303Z,"73 km SE of Kegen, Kazakhstan",earthquake,,,,14.0,reviewed,us,us,247.51374663789156,2013,1,29,29,5,recent,
2013-02-02 04:13:24.870000+00:00,39.683,74.186,39.4,4.5,mb,35.0,149.7,,1.12,us,usp000jyy7,2014-11-07T01:49:59.174Z,"142 km SSE of Uzgen, Kyrgyzstan",earthquake,,7.2,,1.0,reviewed,us,us,440.954714065591,2013,2,2,33,5,historical,328732.0
2013-02-12 19:19:13.670000+00:00,42.543,70.907,24.8,4.4,mb,91.0,33.0,,1.06,us,usc000f622,2014-11-07T01:50:06.977Z,"37 km ENE of Zhabagly, Kazakhstan",earthquake,,6.5,,24.0,reviewed,us,us,490.1549258009064,2013,2,12,43,7,historical,329769.0
2013-02-18 13:00:33.450000+00:00,40.044,77.698,34.9,4.9,mb,86.0,74.3,,1.03,us,us2013luax,2022-05-03T17:17:54.980Z,"159 km ENE of Kashgar, China",earthquake,,9.3,,32.0,reviewed,us,us,346.7167639672416,2013,2,18,49,8,historical,330133.0
2013-02-18 21:24:15.200000+00:00,40.058,77.758,18.8,4.7,mb,85.0,74.4,,1.37,us,usc000f9vp,2014-11-07T01:50:09.611Z,"164 km ENE of Kashgar, China",earthquake,,14.3,,27.0,reviewed,us,us,346.2191847078544,2013,2,18,49,8,historical,330153.0
2013-02-19 00:36:06.390000+00:00,42.599,79.58,47.1,4.0,mb,58.0,70.8,,1.26,us,usp000jzed,2014-11-07T01:50:09.626Z,"55 km SSE of Kegen, Kazakhstan",earthquake,,6.0,,3.0,reviewed,us,us,227.82779707494973,2013,2,19,50,8,recent,
2013-02-26 15:46:19.520000+00:00,39.2,74.575,48.4,4.2,mb,13.0,130.7,,0.95,us,us2013mcar,2014-11-07T01:50:12.060Z,"125 km WSW of Kashgar, China",earthquake,,17.4,,2.0,reviewed,us,us,474.2746884201108,2013,2,26,57,9,historical,330521.0
2013-03-11 03:01:37.460000+00:00,40.119,77.466,10.0,5.4,mb,195.0,33.2,,0.95,us,usb000fim7,2022-05-03T16:10:56.570Z,"145 km ENE of Kashgar, China",earthquake,,,,104.0,reviewed,us,us,335.1524362997993,2013,3,11,70,11,historical,331080.0
2013-03-13 22:32:51.070000+00:00,42.634,79.646,42.1,4.1,mb,52.0,100.4,,1.03,us,us2013msa2,2014-11-07T01:50:20.253Z,"55 km SE of Kegen, Kazakhstan",earthquake,,5.4,,10.0,reviewed,us,us,232.08613324941405,2013,3,13,72,11,recent,
2013-04-04 13:46:27.650000+00:00,40.949,77.994,49.7,4.3,mb,36.0,73.8,,0.94,us,usp000k023,2014-11-07T01:50:30.353Z,"148 km SSE of Kadzhi-Say, Kyrgyzstan",earthquake,,6.6,,2.0,reviewed,us,us,256.56141243419853,2013,4,4,94,14,recent,
2013-04-04 15:44:29.400000+00:00,39.612,73.753,42.6,4.1,mb,32.0,64.0,,0.46,us,usb000fznz,2014-11-07T01:50:30.458Z,"121 km SE of Nookat, Kyrgyzstan",earthquake,,10.4,,11.0,reviewed,us,us,466.93963335904255,2013,4,4,94,14,historical,332184.0
2013-04-11 01:05:30.750000+00:00,39.582,74.106,56.6,4.4,mb,18.0,83.0,,1.31,us,usp000k05h,2014-11-07T01:50:32.733Z,"148 km ESE of Nookat, Kyrgyzstan",earthquake,,9.6,,3.0,reviewed,us,us,454.103930278513,2013,4,11,101,15,historical,332547.0
2013-04-24 17:08:39.420000+00:00,39.529,73.309,41.1,4.1,mb,60.0,64.0,,1.02,us,usb000gf09,2014-11-07T01:50:38.586Z,"89 km E of Kyzyl-Eshme, Kyrgyzstan",earthquake,,5.2,,10.0,reviewed,us,us,495.99843745826064,2013,4,24,114,17,historical,333375.0
2013-05-02 04:52:27.550000+00:00,42.326,73.655,10.0,4.3,mb,23.0,66.0,,0.82,us,usp000k0hy,2014-11-07T01:50:43.352Z,"39 km SSW of Sosnovka, Kyrgyzstan",earthquake,,,,5.0,reviewed,us,us,276.3893502553459,2013,5,2,122,18,recent,
2013-05-03 11:46:42.810000+00:00,40.843,79.994,39.8,4.5,mb,40.0,90.0,,0.64,us,us2013ptcx,2014-11-07T01:50:43.951Z,"17 km SW of Aykol, China",earthquake,,7.7,,13.0,reviewed,us,us,360.06630966842295,2013,5,3,123,18,historical,333748.0
2013-06-04 14:35:30.850000+00:00,40.008,74.675,54.9,4.2,mb,48.0,61.8,,1.45,us,usb000hcy7,2014-11-07T01:51:00.756Z,"127 km WNW of Kashgar, China",earthquake,,8.0,,7.0,reviewed,us,us,389.2808741240387,2013,6,4,155,23,historical,335592.0
2013-06-07 21:55:16.750000+00:00,43.157,80.263,35.4,4.5,mb,22.0,83.0,,1.18,us,usp000k15k,2014-11-07T01:51:02.787Z,"86 km E of Kegen, Kazakhstan",earthquake,,3.2,,3.0,reviewed,us,us,275.40465676734334,2013,6,7,158,23,recent,
2013-07-11 08:45:31.370000+00:00,40.903,73.977,43.0,4.3,mb,46.0,57.0,,1.46,us,usp000k1wb,2014-11-07T01:51:15.474Z,"58 km ENE of Uzgen, Kyrgyzstan",earthquake,,7.2,,15.0,reviewed,us,us,341.75674637392353,2013,7,11,192,28,historical,337339.0
2013-08-03 08:15:21.680000+00:00,40.9797,78.7141,10.33,4.0,mb,,85.0,3.562,1.22,us,usb000iup5,2013-09-25T17:45:51.000Z,"119 km W of Aykol, China",earthquake,,4.7,0.211,,reviewed,us,us,280.6564889744676,2013,8,3,215,31,recent,
2013-08-04 01:14:49.840000+00:00,44.3064,81.5416,10.39,4.7,mb,,57.0,2.52,0.74,us,usb000iv3r,2013-09-25T17:45:52.000Z,"60 km ENE of Huocheng, China",earthquake,,2.4,0.084,,reviewed,us,us,398.70027357717356,2013,8,4,216,31,historical,338581.0
2013-08-24 00:24:24.070000+00:00,41.0683,71.5854,18.5,4.8,mb,,43.0,1.077,0.96,us,usb000jb4h,2013-10-25T20:09:50.000Z,"9 km NE of To‘rqao‘rg‘on, Uzbekistan",earthquake,,3.9,0.063,,reviewed,us,us,491.01888111941145,2013,8,24,236,34,historical,339615.0
2013-08-27 10:15:39.880000+00:00,41.4184,79.5388,30.95,4.4,mb,,117.0,1.337,0.94,us,usb000jc7f,2013-11-06T01:33:31.000Z,"67 km WNW of Aksu, China",earthquake,,5.9,0.219,,reviewed,us,us,288.42010185409407,2013,8,27,239,35,recent,
2013-08-28 14:32:20.610000+00:00,39.213,74.5929,46.92,4.5,mb,,63.0,2.446,1.1,us,usb000jclk,2013-11-06T01:33:32.000Z,"123 km WSW of Kashgar, China",earthquake,,7.1,0.135,,reviewed,us,us,472.3398946530831,2013,8,28,240,35,historical,339819.0
2013-09-06 13:34:08.870000+00:00,42.7352,79.5289,23.27,4.5,mb,,52.0,0.874,0.79,us,usb000jjq2,2013-11-15T03:20:26.000Z,"40 km SE of Kegen, Kazakhstan",earthquake,,5.9,0.14,,reviewed,us,us,220.27583130878426,2013,9,6,249,36,recent,
2013-09-17 03:51:51.520000+00:00,39.6066,74.7842,61.81,4.2,mb,,132.0,2.027,0.71,us,usc000jw0p,2013-12-09T21:11:06.000Z,"104 km W of Kashgar, China",earthquake,,13.6,0.306,,reviewed,us,us,425.6403787102103,2013,9,17,260,38,historical,341085.0
2013-09-20 16:28:26.770000+00:00,42.3008,76.5419,17.54,4.4,mb,,63.0,0.484,1.22,us,usb000jwqc,2022-07-25T22:53:18.158Z,"34 km ESE of Balykchy, Kyrgyzstan",earthquake,,4.0,0.19,,reviewed,us,us,92.8233218421703,2013,9,20,263,38,recent,
2013-10-03 06:59:24.200000+00:00,39.6731,76.079,11.7,4.1,mb,,98.0,1.746,1.33,us,usb000k583,2013-12-19T02:51:33.000Z,"23 km NNE of Kashgar, China",earthquake,,4.6,0.198,,reviewed,us,us,386.72001754308263,2013,10,3,276,40,historical,341967.0
2013-10-09 02:51:27.500000+00:00,39.0655,76.7851,67.58,4.0,mb,,138.0,2.431,0.77,us,usb000k987,2013-12-24T01:42:57.000Z,"82 km ESE of Kashgar, China",earthquake,,19.3,0.517,,reviewed,us,us,448.6722864565844,2013,10,9,282,41,historical,342246.0
2013-11-02 04:27:36.680000+00:00,40.6316,78.1991,37.59,4.2,mb,,84.0,1.136,1.02,us,usb000kre3,2014-01-10T10:03:42.000Z,"167 km WSW of Aykol, China",earthquake,,7.4,0.374,,reviewed,us,us,295.70648516335746,2013,11,2,306,44,historical,343619.0
2013-11-04 08:04:39.080000+00:00,39.7652,75.524,48.06,4.8,mb,,60.0,1.689,0.76,us,usb000ksai,2022-05-03T16:31:02.825Z,"51 km NW of Kashgar, China",earthquake,,5.1,0.058,,reviewed,us,us,387.40351206988373,2013,11,4,308,45,historical,343778.0
2013-11-15 02:08:59.880000+00:00,41.7385,79.3722,32.54,4.2,mb,,133.0,1.028,0.88,us,usb000l2yl,2014-01-31T21:22:20.000Z,"97 km NW of Aksu, China",earthquake,,5.6,0.526,,reviewed,us,us,255.1434337308318,2013,11,15,319,46,recent,
2013-11-15 06:57:15.900000+00:00,40.5785,73.0815,40.97,4.7,mb,,50.0,0.755,1.1,us,usb000kyse,2014-01-31T21:22:21.000Z,"22 km SE of Kara Suu, Kyrgyzstan",earthquake,,4.8,0.076,,reviewed,us,us,420.7641364429614,2013,11,15,319,46,historical,344472.0
2013-11-16 16:54:10.530000+00:00,42.1823,81.0553,37.23,4.2,mb,,78.0,1.989,1.35,us,usb000kzym,2014-01-31T21:22:23.000Z,"128 km NNE of Aksu, China",earthquake,,6.7,0.374,,reviewed,us,us,357.1804128266225,2013,11,16,320,46,historical,344590.0
2013-11-17 06:48:54.490000+00:00,40.4176,77.3472,15.23,4.4,mb,,68.0,1.355,1.06,us,usb000l0fh,2014-01-31T21:22:23.000Z,"154 km ESE of At-Bashi, Kyrgyzstan",earthquake,,4.3,0.17,,reviewed,us,us,300.88256983449077,2013,11,17,321,46,historical,344614.0
